OBJECTID,FIPS,Tract_Name,Tract_FIPS,County,Area_Land_Square_Miles,Area_Water_Square_Miles,Population_Total,Population_Density_PerLandSquareMile
1,8043979000,"Census Tract 9790, Fremont County, Colorado",8043979000,FREMONT,1009.02,0.06,3471,3.4
2,8045951600,"Census Tract 9516, Garfield County, Colorado",8045951600,GARFIELD,573.42,3.47,3656,6.4
3,8069002803,"Census Tract 28.03, Larimer County, Colorado",8069002803,LARIMER,218.45,1,97,0.4
4,8125963200,"Census Tract 9632, Yuma County, Colorado",8125963200,YUMA,1034.06,0.53,5467,5.3
5,8069002401,"Census Tract 24.01, Larimer County, Colorado",8069002401,LARIMER,398.87,1.42,1310,3.3
6,8069002402,"Census Tract 24.02, Larimer County, Colorado",8069002402,LARIMER,940.92,3.79,2712,2.9
7,8103951200,"Census Tract 9512, Rio Blanco County, Colorado",8103951200,RIO BLANCO,1230.12,0.01,2625,2.1
8,8103951100,"Census Tract 9511, Rio Blanco County, Colorado",8103951100,RIO BLANCO,1990.81,1.87,3932,2
9,8049000201,"Census Tract 2.01, Grand County, Colorado",8049000201,GRAND,495.28,15.35,4908,9.9
10,8049000202,"Census Tract 2.02, Grand County, Colorado",8049000202,GRAND,252.58,0.09,6907,27.3
11,8049000100,"Census Tract 1, Grand County, Colorado",8049000100,GRAND,1098.47,7.83,2978,2.7
12,8081000600,"Census Tract 6, Moffat County, Colorado",8081000600,MOFFAT,4581.62,6.94,1321,0.3
13,8081000500,"Census Tract 5, Moffat County, Colorado",8081000500,MOFFAT,3.77,0,4319,1145.6
14,8081000400,"Census Tract 4, Moffat County, Colorado",8081000400,MOFFAT,2.81,0,4548,1618.5
15,8081000300,"Census Tract 3, Moffat County, Colorado",8081000300,MOFFAT,155.09,0.68,2868,18.5
16,8057955600,"Census Tract 9556, Jackson County, Colorado",8057955600,JACKSON,1613.72,7.24,1372,0.9
17,8121924100,"Census Tract 9241, Washington County, Colorado",8121924100,WASHINGTON,1771.54,2.66,1939,1.1
18,8107000800,"Census Tract 8, Routt County, Colorado",8107000800,ROUTT,578.9,2.49,2059,3.6
19,8107000700,"Census Tract 7, Routt County, Colorado",8107000700,ROUTT,58.55,0.1,5070,86.6
20,8107000500,"Census Tract 5, Routt County, Colorado",8107000500,ROUTT,42.59,0.02,4144,97.3
21,8107000200,"Census Tract 2, Routt County, Colorado",8107000200,ROUTT,12.42,0.01,1996,160.7
22,8107000400,"Census Tract 4, Routt County, Colorado",8107000400,ROUTT,38.87,0.01,3909,100.6
23,8107000600,"Census Tract 6, Routt County, Colorado",8107000600,ROUTT,31.96,0.14,3028,94.7
24,8107000300,"Census Tract 3, Routt County, Colorado",8107000300,ROUTT,507.22,0.41,2219,4.4
25,8107000100,"Census Tract 1, Routt County, Colorado",8107000100,ROUTT,1091.53,2.94,1934,1.8
26,8051963900,"Census Tract 9639, Gunnison County, Colorado",8051963900,GUNNISON,1645.69,16.08,869,0.5
27,8051963700,"Census Tract 9637, Gunnison County, Colorado",8051963700,GUNNISON,5.6,0,6461,1153.8
28,8051963600,"Census Tract 9636, Gunnison County, Colorado",8051963600,GUNNISON,1261.58,4.14,4040,3.2
29,8051963800,"Census Tract 9638, Gunnison County, Colorado",8051963800,GUNNISON,326.23,0.3,4845,14.9
30,8021974900,"Census Tract 9749, Conejos County, Colorado",8021974900,CONEJOS,1048.78,3.42,4109,3.9
31,8021974800,"Census Tract 9748, Conejos County, Colorado",8021974800,CONEJOS,238.61,0.15,4038,16.9
32,8037000703,"Census Tract 7.03, Eagle County, Colorado",8037000703,EAGLE,85.83,0.19,2663,31
33,8037000301,"Census Tract 3.01, Eagle County, Colorado",8037000301,EAGLE,9.25,0.04,6327,684
34,8037000702,"Census Tract 7.02, Eagle County, Colorado",8037000702,EAGLE,17.6,0.02,1627,92.4
35,8037000402,"Census Tract 4.02, Eagle County, Colorado",8037000402,EAGLE,65.05,0.29,4703,72.3
36,8037000501,"Census Tract 5.01, Eagle County, Colorado",8037000501,EAGLE,19.28,0.05,630,32.7
37,8037000502,"Census Tract 5.02, Eagle County, Colorado",8037000502,EAGLE,13.83,0.06,4421,319.7
38,8037000302,"Census Tract 3.02, Eagle County, Colorado",8037000302,EAGLE,231.68,1.35,2188,9.4
39,8037000403,"Census Tract 4.03, Eagle County, Colorado",8037000403,EAGLE,199.67,0.43,8382,42
40,8037000701,"Census Tract 7.01, Eagle County, Colorado",8037000701,EAGLE,7.77,0.02,1503,193.4
41,8037000401,"Census Tract 4.01, Eagle County, Colorado",8037000401,EAGLE,74.14,0.23,4311,58.1
42,8037000503,"Census Tract 5.03, Eagle County, Colorado",8037000503,EAGLE,26.14,0.09,6503,248.8
43,8037000100,"Census Tract 1, Eagle County, Colorado",8037000100,EAGLE,541.6,2.55,1597,2.9
44,8037000600,"Census Tract 6, Eagle County, Colorado",8037000600,EAGLE,248.52,1.46,1535,6.2
45,8037000200,"Census Tract 2, Eagle County, Colorado",8037000200,EAGLE,144.16,0.49,7336,50.9
46,8045951901,"Census Tract 9519.01, Garfield County, Colorado",8045951901,GARFIELD,142.66,0.49,4901,34.4
47,8045951701,"Census Tract 9517.01, Garfield County, Colorado",8045951701,GARFIELD,4.99,0.05,4014,804.4
48,8045951902,"Census Tract 9519.02, Garfield County, Colorado",8045951902,GARFIELD,278.08,0.58,7111,25.6
49,8045951702,"Census Tract 9517.02, Garfield County, Colorado",8045951702,GARFIELD,4.39,0,3507,798.9
50,8045952001,"Census Tract 9520.01, Garfield County, Colorado",8045952001,GARFIELD,33.57,0.31,5051,150.5
51,8045952002,"Census Tract 9520.02, Garfield County, Colorado",8045952002,GARFIELD,411.02,1.66,8266,20.1
52,8045951803,"Census Tract 9518.03, Garfield County, Colorado",8045951803,GARFIELD,35.99,0.03,6245,173.5
53,8045951804,"Census Tract 9518.04, Garfield County, Colorado",8045951804,GARFIELD,36.42,0.16,3958,108.7
54,8045951802,"Census Tract 9518.02, Garfield County, Colorado",8045951802,GARFIELD,142.51,0.38,4249,29.8
55,8045952100,"Census Tract 9521, Garfield County, Colorado",8045952100,GARFIELD,1284.53,1.15,6987,5.4
56,8067970704,"Census Tract 9707.04, La Plata County, Colorado",8067970704,LA PLATA,302.5,2.74,3837,12.7
57,8067970703,"Census Tract 9707.03, La Plata County, Colorado",8067970703,LA PLATA,56.83,0,5549,97.6
58,8067970701,"Census Tract 9707.01, La Plata County, Colorado",8067970701,LA PLATA,345.95,0.04,5265,15.2
59,8067940300,"Census Tract 9403, La Plata County, Colorado",8067940300,LA PLATA,204.02,0.07,6073,29.8
60,8097000500,"Census Tract 5, Pitkin County, Colorado",8097000500,PITKIN,458.71,1.85,2479,5.4
61,8097000401,"Census Tract 4.01, Pitkin County, Colorado",8097000401,PITKIN,9.85,0,4542,461.1
62,8097000402,"Census Tract 4.02, Pitkin County, Colorado",8097000402,PITKIN,34.1,0,3143,92.2
63,8097000100,"Census Tract 1, Pitkin County, Colorado",8097000100,PITKIN,468.03,0.64,7583,16.2
64,8117000402,"Census Tract 4.02, Summit County, Colorado",8117000402,SUMMIT,67.59,0.22,6340,93.8
65,8117000401,"Census Tract 4.01, Summit County, Colorado",8117000401,SUMMIT,58.33,0.17,3864,66.2
66,8117000100,"Census Tract 1, Summit County, Colorado",8117000100,SUMMIT,261.68,4.04,8155,31.2
67,8117000200,"Census Tract 2, Summit County, Colorado",8117000200,SUMMIT,116.72,2.62,7162,61.4
68,8117000300,"Census Tract 3, Summit County, Colorado",8117000300,SUMMIT,104.03,3.87,4201,40.4
69,8067971100,"Census Tract 9711, La Plata County, Colorado",8067971100,LA PLATA,9.4,0.02,4350,462.8
70,8067971000,"Census Tract 9710, La Plata County, Colorado",8067971000,LA PLATA,1.93,0,2984,1546.1
71,8067970900,"Census Tract 9709, La Plata County, Colorado",8067970900,LA PLATA,3.18,0,4255,1338.1
72,8067970800,"Census Tract 9708, La Plata County, Colorado",8067970800,LA PLATA,4.36,0.03,7197,1650.7
73,8067940400,"Census Tract 9404, La Plata County, Colorado",8067940400,LA PLATA,482.78,0.34,5620,11.6
74,8067970600,"Census Tract 9706, La Plata County, Colorado",8067970600,LA PLATA,281.13,4.38,9339,33.2
75,8065961900,"Census Tract 9619, Lake County, Colorado",8065961900,LAKE,361.48,6.99,2308,6.4
76,8065961700,"Census Tract 9617, Lake County, Colorado",8065961700,LAKE,15.43,0.01,5173,335.3
77,8029965100,"Census Tract 9651, Delta County, Colorado",8029965100,DELTA,18.33,0.2,4429,241.6
78,8029965200,"Census Tract 9652, Delta County, Colorado",8029965200,DELTA,109.48,1.92,3973,36.3
79,8029964600,"Census Tract 9646, Delta County, Colorado",8029964600,DELTA,256.97,0.45,3567,13.9
80,8029965000,"Census Tract 9650, Delta County, Colorado",8029965000,DELTA,318.21,1.31,4782,15
81,8029964900,"Census Tract 9649, Delta County, Colorado",8029964900,DELTA,73.93,0.5,5563,75.2
82,8029964800,"Census Tract 9648, Delta County, Colorado",8029964800,DELTA,233.04,1.27,4007,17.2
83,8029964700,"Census Tract 9647, Delta County, Colorado",8029964700,DELTA,132.08,0.9,3896,29.5
84,8003960300,"Census Tract 9603, Alamosa County, Colorado",8003960300,ALAMOSA,14.14,0,5397,381.7
85,8003960200,"Census Tract 9602, Alamosa County, Colorado",8003960200,ALAMOSA,8.87,0.02,6526,735.7
86,8113968102,"Census Tract 9681.02, San Miguel County, Colorado",8113968102,SAN MIGUEL,16.39,0.04,1963,119.8
87,8113968101,"Census Tract 9681.01, San Miguel County, Colorado",8113968101,SAN MIGUEL,20.66,0.11,1921,93
88,8113968103,"Census Tract 9681.03, San Miguel County, Colorado",8113968103,SAN MIGUEL,320.23,0.38,2015,6.3
89,8113968200,"Census Tract 9682, San Miguel County, Colorado",8113968200,SAN MIGUEL,929.34,1.48,1905,2
90,8079973600,"Census Tract 9736, Mineral County, Colorado",8079973600,MINERAL,875.67,2.02,834,1
91,8083941100,"Census Tract 9411, Montezuma County, Colorado",8083941100,MONTEZUMA,694.87,0.23,1541,2.2
92,8083969400,"Census Tract 9694, Montezuma County, Colorado",8083969400,MONTEZUMA,3.39,0.03,4162,1227.7
93,8083969100,"Census Tract 9691, Montezuma County, Colorado",8083969100,MONTEZUMA,323.91,1.21,3807,11.8
94,8083969200,"Census Tract 9692, Montezuma County, Colorado",8083969200,MONTEZUMA,491.34,0.88,2974,6.1
95,8083969000,"Census Tract 9690, Montezuma County, Colorado",8083969000,MONTEZUMA,368.41,7.87,3094,8.4
96,8083969600,"Census Tract 9696, Montezuma County, Colorado",8083969600,MONTEZUMA,131.52,0.39,5051,38.4
97,8083969300,"Census Tract 9693, Montezuma County, Colorado",8083969300,MONTEZUMA,16.09,0.02,5141,319.5
98,8003960000,"Census Tract 9600, Alamosa County, Colorado",8003960000,ALAMOSA,537.33,0.27,1637,3
99,8003960100,"Census Tract 9601, Alamosa County, Colorado",8003960100,ALAMOSA,162.31,0.41,2785,17.2
100,8091967600,"Census Tract 9676, Ouray County, Colorado",8091967600,OURAY,541.59,0.62,4653,8.6
101,8033000100,"Census Tract 1, Dolores County, Colorado",8033000100,DOLORES,1067.05,1.05,1736,1.6
102,8109977600,"Census Tract 9776, Saguache County, Colorado",8109977600,SAGUACHE,2781.43,1.67,3387,1.2
103,8109977700,"Census Tract 9777, Saguache County, Colorado",8109977700,SAGUACHE,387.1,0.05,2951,7.6
104,8105976700,"Census Tract 9767, Rio Grande County, Colorado",8105976700,RIO GRANDE,17.18,0.02,5141,299.2
105,8105977000,"Census Tract 9770, Rio Grande County, Colorado",8105977000,RIO GRANDE,890.54,0.36,4515,5.1
106,8105976800,"Census Tract 9768, Rio Grande County, Colorado",8105976800,RIO GRANDE,4.23,0.01,1774,419.4
107,8077001706,"Census Tract 17.06, Mesa County, Colorado",8077001706,MESA,2.07,0.04,6275,3031.4
108,8077001707,"Census Tract 17.07, Mesa County, Colorado",8077001707,MESA,1.88,0.02,5883,3129.3
109,8077001001,"Census Tract 10.01, Mesa County, Colorado",8077001001,MESA,2.05,0,4820,2351.2
110,8077000602,"Census Tract 6.02, Mesa County, Colorado",8077000602,MESA,1,0,4709,4709
111,8077000500,"Census Tract 5, Mesa County, Colorado",8077000500,MESA,0.47,0,3266,6948.9
112,8077000400,"Census Tract 4, Mesa County, Colorado",8077000400,MESA,1.37,0,3647,2662
113,8077001302,"Census Tract 13.02, Mesa County, Colorado",8077001302,MESA,2.88,0.04,4934,1713.2
114,8077001102,"Census Tract 11.02, Mesa County, Colorado",8077001102,MESA,1.74,0,4581,2632.8
115,8077000300,"Census Tract 3, Mesa County, Colorado",8077000300,MESA,0.56,0,1503,2683.9
116,8077000200,"Census Tract 2, Mesa County, Colorado",8077000200,MESA,0.42,0,2106,5014.3
117,8077001404,"Census Tract 14.04, Mesa County, Colorado",8077001404,MESA,6.46,0,4948,765.9
118,8077001501,"Census Tract 15.01, Mesa County, Colorado",8077001501,MESA,7.25,0.25,13132,1811.3
119,8077001403,"Census Tract 14.03, Mesa County, Colorado",8077001403,MESA,3.43,0.29,3573,1041.7
120,8077001301,"Census Tract 13.01, Mesa County, Colorado",8077001301,MESA,3.75,0.16,8891,2370.9
121,8077001002,"Census Tract 10.02, Mesa County, Colorado",8077001002,MESA,3.48,0,6736,1935.6
122,8077000900,"Census Tract 9, Mesa County, Colorado",8077000900,MESA,6.47,0.53,2915,450.5
123,8077001101,"Census Tract 11.01, Mesa County, Colorado",8077001101,MESA,2.12,0,7936,3743.4
124,8077000800,"Census Tract 8, Mesa County, Colorado",8077000800,MESA,6.1,0.15,8933,1464.4
125,8077000700,"Census Tract 7, Mesa County, Colorado",8077000700,MESA,1.35,0,3957,2931.1
126,8077001900,"Census Tract 19, Mesa County, Colorado",8077001900,MESA,1650.45,3.28,5173,3.1
127,8077000601,"Census Tract 6.01, Mesa County, Colorado",8077000601,MESA,0.99,0,4291,4334.3
128,8077001402,"Census Tract 14.02, Mesa County, Colorado",8077001402,MESA,9.27,0.37,5861,632.3
129,8077001600,"Census Tract 16, Mesa County, Colorado",8077001600,MESA,43.99,0,3548,80.7
130,8077001502,"Census Tract 15.02, Mesa County, Colorado",8077001502,MESA,385.35,1.85,7594,19.7
131,8077001703,"Census Tract 17.03, Mesa County, Colorado",8077001703,MESA,1.94,0,4366,2250.5
132,8077001800,"Census Tract 18, Mesa County, Colorado",8077001800,MESA,1146.94,4.61,3054,2.7
133,8077001702,"Census Tract 17.02, Mesa County, Colorado",8077001702,MESA,20,0.18,4589,229.5
134,8077001705,"Census Tract 17.05, Mesa County, Colorado",8077001705,MESA,2.62,0,5310,2026.7
135,8077001200,"Census Tract 12, Mesa County, Colorado",8077001200,MESA,12.57,0.36,2267,180.4
136,8019014900,"Census Tract 149, Clear Creek County, Colorado",8019014900,CLEAR CREEK,202.35,0.78,2503,12.4
137,8053973100,"Census Tract 9731, Hinsdale County, Colorado",8053973100,HINSDALE,1117.25,5.92,820,0.7
138,8015000401,"Census Tract 4.01, Chaffee County, Colorado",8015000401,CHAFFEE,367.78,1.08,4895,13.3
139,8015000402,"Census Tract 4.02, Chaffee County, Colorado",8015000402,CHAFFEE,177.65,0.04,3777,21.3
140,8015000100,"Census Tract 1, Chaffee County, Colorado",8015000100,CHAFFEE,1.52,0,2824,1857.9
141,8015000200,"Census Tract 2, Chaffee County, Colorado",8015000200,CHAFFEE,42.56,0.02,4184,98.3
142,8015000300,"Census Tract 3, Chaffee County, Colorado",8015000300,CHAFFEE,423.89,0.41,3138,7.4
143,8111972600,"Census Tract 9726, San Juan County, Colorado",8111972600,SAN JUAN,387.49,0.79,569,1.5
144,8085966502,"Census Tract 9665.02, Montrose County, Colorado",8085966502,MONTROSE,3.04,0,3766,1238.8
145,8085966601,"Census Tract 9666.01, Montrose County, Colorado",8085966601,MONTROSE,6.52,0,4692,719.6
146,8085966602,"Census Tract 9666.02, Montrose County, Colorado",8085966602,MONTROSE,223.82,0.02,4664,20.8
147,8085966201,"Census Tract 9662.01, Montrose County, Colorado",8085966201,MONTROSE,375.3,0.17,2423,6.5
148,8085966503,"Census Tract 9665.03, Montrose County, Colorado",8085966503,MONTROSE,28.34,0,3506,123.7
149,8085966501,"Census Tract 9665.01, Montrose County, Colorado",8085966501,MONTROSE,234.42,0.49,2895,12.3
150,8085966202,"Census Tract 9662.02, Montrose County, Colorado",8085966202,MONTROSE,252.07,0.95,4586,18.2
151,8085966100,"Census Tract 9661, Montrose County, Colorado",8085966100,MONTROSE,1109.8,0.26,2203,2
152,8085966400,"Census Tract 9664, Montrose County, Colorado",8085966400,MONTROSE,2.99,0,6087,2035.8
153,8085966300,"Census Tract 9663, Montrose County, Colorado",8085966300,MONTROSE,4.4,0,6086,1383.2
154,8007940400,"Census Tract 9404, Archuleta County, Colorado",8007940400,ARCHULETA,394.11,4.28,1260,3.2
155,8007974200,"Census Tract 9742, Archuleta County, Colorado",8007974200,ARCHULETA,28.77,0.47,5561,193.3
156,8007974400,"Census Tract 9744, Archuleta County, Colorado",8007974400,ARCHULETA,565.57,0.35,2430,4.3
157,8007974300,"Census Tract 9743, Archuleta County, Colorado",8007974300,ARCHULETA,361.73,0.24,3341,9.2
158,8093000500,"Census Tract 5, Park County, Colorado",8093000500,PARK,801.28,10.18,2526,3.2
159,8093000400,"Census Tract 4, Park County, Colorado",8093000400,PARK,924.29,5.79,1722,1.9
160,8093000100,"Census Tract 1, Park County, Colorado",8093000100,PARK,190.89,0.25,6243,32.7
161,8093000300,"Census Tract 3, Park County, Colorado",8093000300,PARK,109.15,0.47,2823,25.9
162,8093000200,"Census Tract 2, Park County, Colorado",8093000200,PARK,168.24,0.12,3586,21.3
163,8001009606,"Census Tract 96.06, Adams County, Colorado",8001009606,ADAMS,0.72,0.09,2817,3912.5
164,8001009320,"Census Tract 93.20, Adams County, Colorado",8001009320,ADAMS,0.74,0,2760,3729.7
165,8001009409,"Census Tract 94.09, Adams County, Colorado",8001009409,ADAMS,1.48,0,5494,3712.2
166,8001009322,"Census Tract 93.22, Adams County, Colorado",8001009322,ADAMS,0.5,0,4590,9180
167,8001009607,"Census Tract 96.07, Adams County, Colorado",8001009607,ADAMS,0.88,0.15,4981,5660.2
168,8001009304,"Census Tract 93.04, Adams County, Colorado",8001009304,ADAMS,1.24,0.11,6016,4851.6
169,8001060200,"Census Tract 602, Adams County, Colorado",8001060200,ADAMS,1.89,0.03,3855,2039.7
170,8001009325,"Census Tract 93.25, Adams County, Colorado",8001009325,ADAMS,1.47,0.02,5281,3592.5
171,8069001601,"Census Tract 16.01, Larimer County, Colorado",8069001601,LARIMER,2.26,0.29,1603,709.3
172,8069001301,"Census Tract 13.01, Larimer County, Colorado",8069001301,LARIMER,19.8,1.64,3583,181
173,8069001114,"Census Tract 11.14, Larimer County, Colorado",8069001114,LARIMER,3.32,0.01,2353,708.7
174,8069001113,"Census Tract 11.13, Larimer County, Colorado",8069001113,LARIMER,1.01,0,3591,3555.4
175,8069001107,"Census Tract 11.07, Larimer County, Colorado",8069001107,LARIMER,1.01,0,5380,5326.7
176,8069001104,"Census Tract 11.04, Larimer County, Colorado",8069001104,LARIMER,1.02,0,6417,6291.2
177,8069001112,"Census Tract 11.12, Larimer County, Colorado",8069001112,LARIMER,2.52,0.08,4915,1950.4
178,8069001010,"Census Tract 10.10, Larimer County, Colorado",8069001010,LARIMER,1.11,0.01,2546,2293.7
179,8069001007,"Census Tract 10.07, Larimer County, Colorado",8069001007,LARIMER,1.08,0.24,3561,3297.2
180,8069000300,"Census Tract 3, Larimer County, Colorado",8069000300,LARIMER,2.74,0.15,2928,1068.6
181,8069002700,"Census Tract 27, Larimer County, Colorado",8069002700,LARIMER,5.18,0.16,5981,1154.6
182,8069002600,"Census Tract 26, Larimer County, Colorado",8069002600,LARIMER,53.03,4.13,7339,138.4
183,8001015000,"Census Tract 150, Adams County, Colorado",8001015000,ADAMS,5.64,0.23,2884,511.3
184,8001008538,"Census Tract 85.38, Adams County, Colorado",8001008538,ADAMS,4.44,0,6898,1553.6
185,8001009326,"Census Tract 93.26, Adams County, Colorado",8001009326,ADAMS,0.48,0.01,2620,5458.3
186,8001009206,"Census Tract 92.06, Adams County, Colorado",8001009206,ADAMS,0.5,0,2163,4326
187,8001008546,"Census Tract 85.46, Adams County, Colorado",8001008546,ADAMS,0.51,0,3436,6737.3
188,8001008526,"Census Tract 85.26, Adams County, Colorado",8001008526,ADAMS,2.8,0.04,6660,2378.6
189,8001008901,"Census Tract 89.01, Adams County, Colorado",8001008901,ADAMS,3.13,0.15,2494,796.8
190,8001009608,"Census Tract 96.08, Adams County, Colorado",8001009608,ADAMS,0.52,0.05,3144,6046.2
191,8001009604,"Census Tract 96.04, Adams County, Colorado",8001009604,ADAMS,0.86,0,4496,5227.9
192,8001009202,"Census Tract 92.02, Adams County, Colorado",8001009202,ADAMS,0.68,0,4555,6698.5
193,8001008801,"Census Tract 88.01, Adams County, Colorado",8001008801,ADAMS,1.5,0,5873,3915.3
194,8001009401,"Census Tract 94.01, Adams County, Colorado",8001009401,ADAMS,1.33,0,5362,4031.6
195,8001009406,"Census Tract 94.06, Adams County, Colorado",8001009406,ADAMS,0.67,0,4569,6819.4
196,8001008542,"Census Tract 85.42, Adams County, Colorado",8001008542,ADAMS,3.73,0,8614,2309.4
197,8001008536,"Census Tract 85.36, Adams County, Colorado",8001008536,ADAMS,2.8,0.01,3054,1090.7
198,8001008539,"Census Tract 85.39, Adams County, Colorado",8001008539,ADAMS,4.78,0.01,10259,2146.2
199,8001009327,"Census Tract 93.27, Adams County, Colorado",8001009327,ADAMS,0.98,0.04,4031,4113.3
200,8001009207,"Census Tract 92.07, Adams County, Colorado",8001009207,ADAMS,0.61,0,4891,8018
201,8001008548,"Census Tract 85.48, Adams County, Colorado",8001008548,ADAMS,0.48,0,1544,3216.7
202,8001060100,"Census Tract 601, Adams County, Colorado",8001060100,ADAMS,2.51,0.12,7407,2951
203,8001009410,"Census Tract 94.10, Adams County, Colorado",8001009410,ADAMS,1.05,0.02,3106,2958.1
204,8001008802,"Census Tract 88.02, Adams County, Colorado",8001008802,ADAMS,5.24,0.63,5081,969.7
