OBJECTID,FIPS,Tract_Name,Tract_FIPS,County,Area_Land_Square_Miles,Area_Water_Square_Miles,Population_Total,Population_Density_PerLandSquareMile
816,8035014113,"Census Tract 141.13, Douglas County, Colorado",8035014113,DOUGLAS,0.49,0,3205,6540.8
817,8009964600,"Census Tract 9646, Baca County, Colorado",8009964600,BACA,2042.69,0.46,1577,0.8
818,8009964700,"Census Tract 9647, Baca County, Colorado",8009964700,BACA,512.28,1.92,2004,3.9
819,8019014700,"Census Tract 147, Clear Creek County, Colorado",8019014700,CLEAR CREEK,187.05,0.47,4935,26.4
820,8019014800,"Census Tract 148, Clear Creek County, Colorado",8019014800,CLEAR CREEK,5.83,0.01,1819,312
821,8119010202,"Census Tract 102.02, Teller County, Colorado",8119010202,TELLER,121.65,0.86,605,5
822,8119010201,"Census Tract 102.01, Teller County, Colorado",8119010201,TELLER,103.33,0.18,2463,23.8
823,8119010105,"Census Tract 101.05, Teller County, Colorado",8119010105,TELLER,184.6,0.1,5653,30.6
824,8119010104,"Census Tract 101.04, Teller County, Colorado",8119010104,TELLER,5.03,0,2075,412.5
825,8119010103,"Census Tract 101.03, Teller County, Colorado",8119010103,TELLER,13.41,0,8023,598.3
826,8119010106,"Census Tract 101.06, Teller County, Colorado",8119010106,TELLER,129.04,0.78,4950,38.4
827,8061960100,"Census Tract 9601, Kiowa County, Colorado",8061960100,KIOWA,1767.77,18.16,1368,0.8
828,8031006804,"Census Tract 68.04, Denver County, Colorado",8031006804,DENVER,0.89,0,2776,3119.1
829,8031006701,"Census Tract 67.01, Denver County, Colorado",8031006701,DENVER,0.38,0,3384,8905.3
830,8031006809,"Census Tract 68.09, Denver County, Colorado",8031006809,DENVER,1.14,0.01,7342,6440.4
831,8031006812,"Census Tract 68.12, Denver County, Colorado",8031006812,DENVER,0.78,0,3833,4914.1
832,8031004004,"Census Tract 40.04, Denver County, Colorado",8031004004,DENVER,0.55,0,1942,3530.9
833,8031004003,"Census Tract 40.03, Denver County, Colorado",8031004003,DENVER,1.01,0,4335,4292.1
834,8031006901,"Census Tract 69.01, Denver County, Colorado",8031006901,DENVER,0.77,0,5819,7557.1
835,8031002901,"Census Tract 29.01, Denver County, Colorado",8031002901,DENVER,0.38,0,3310,8710.5
836,8031002802,"Census Tract 28.02, Denver County, Colorado",8031002802,DENVER,0.34,0,4347,12785.3
837,8031002801,"Census Tract 28.01, Denver County, Colorado",8031002801,DENVER,0.29,0,2791,9624.1
838,8031002803,"Census Tract 28.03, Denver County, Colorado",8031002803,DENVER,0.22,0,4655,21159.1
839,8031005503,"Census Tract 55.03, Denver County, Colorado",8031005503,DENVER,0.78,0,4826,6187.2
840,8031005502,"Census Tract 55.02, Denver County, Colorado",8031005502,DENVER,1.13,0,2111,1868.1
841,8031007013,"Census Tract 70.13, Denver County, Colorado",8031007013,DENVER,0.49,0,3799,7753.1
842,8031005002,"Census Tract 50.02, Denver County, Colorado",8031005002,DENVER,0.82,0,7408,9034.1
843,8031005001,"Census Tract 50.01, Denver County, Colorado",8031005001,DENVER,0.6,0,2704,4506.7
844,8031005102,"Census Tract 51.02, Denver County, Colorado",8031005102,DENVER,0.63,0,4019,6379.4
845,8031005300,"Census Tract 53, Denver County, Colorado",8031005300,DENVER,0.43,0,1371,3188.4
846,8031004801,"Census Tract 48.01, Denver County, Colorado",8031004801,DENVER,0.54,0,3677,6809.3
847,8031001402,"Census Tract 14.02, Denver County, Colorado",8031001402,DENVER,0.65,0,4941,7601.5
848,8031001401,"Census Tract 14.01, Denver County, Colorado",8031001401,DENVER,0.81,0,6461,7976.5
849,8031001302,"Census Tract 13.02, Denver County, Colorado",8031001302,DENVER,0.8,0.02,4295,5368.8
850,8031001301,"Census Tract 13.01, Denver County, Colorado",8031001301,DENVER,0.71,0.02,5451,7677.5
851,8031005104,"Census Tract 51.04, Denver County, Colorado",8031005104,DENVER,0.29,0,3731,12865.5
852,8031004303,"Census Tract 43.03, Denver County, Colorado",8031004303,DENVER,0.96,0,4020,4187.5
853,8031004002,"Census Tract 40.02, Denver County, Colorado",8031004002,DENVER,0.92,0.02,3529,3835.9
854,8031004005,"Census Tract 40.05, Denver County, Colorado",8031004005,DENVER,0.41,0,3279,7997.6
855,8031003902,"Census Tract 39.02, Denver County, Colorado",8031003902,DENVER,0.84,0,4749,5653.6
856,8031003004,"Census Tract 30.04, Denver County, Colorado",8031003004,DENVER,0.83,0,6190,7457.8
857,8031004603,"Census Tract 46.03, Denver County, Colorado",8031004603,DENVER,0.72,0,5936,8244.4
858,8031004601,"Census Tract 46.01, Denver County, Colorado",8031004601,DENVER,0.76,0,5638,7418.4
859,8031000903,"Census Tract 9.03, Denver County, Colorado",8031000903,DENVER,0.76,0.01,6453,8490.8
860,8031006810,"Census Tract 68.10, Denver County, Colorado",8031006810,DENVER,0.86,0,5485,6377.9
861,8031012001,"Census Tract 120.01, Denver County, Colorado",8031012001,DENVER,0.78,0,2114,2710.3
862,8031012010,"Census Tract 120.10, Denver County, Colorado",8031012010,DENVER,1.14,1.01,5245,4600.9
863,8031012014,"Census Tract 120.14, Denver County, Colorado",8031012014,DENVER,0.99,0,6414,6478.8
864,8031004700,"Census Tract 47, Denver County, Colorado",8031004700,DENVER,0.94,0.04,7237,7698.9
865,8031001000,"Census Tract 10, Denver County, Colorado",8031001000,DENVER,0.96,0,4238,4414.6
866,8031011903,"Census Tract 119.03, Denver County, Colorado",8031011903,DENVER,0.42,0,2460,5857.1
867,8031004404,"Census Tract 44.04, Denver County, Colorado",8031004404,DENVER,0.5,0,6526,13052
868,8031004403,"Census Tract 44.03, Denver County, Colorado",8031004403,DENVER,0.57,0,4533,7952.6
869,8031004304,"Census Tract 43.04, Denver County, Colorado",8031004304,DENVER,1.01,0,5896,5837.6
870,8031004302,"Census Tract 43.02, Denver County, Colorado",8031004302,DENVER,0.43,0,2409,5602.3
871,8031004202,"Census Tract 42.02, Denver County, Colorado",8031004202,DENVER,0.75,0,4625,6166.7
872,8031004104,"Census Tract 41.04, Denver County, Colorado",8031004104,DENVER,0.76,0,4866,6402.6
873,8031004301,"Census Tract 43.01, Denver County, Colorado",8031004301,DENVER,0.55,0,4651,8456.4
874,8031004201,"Census Tract 42.01, Denver County, Colorado",8031004201,DENVER,0.74,0,4866,6575.7
875,8031003703,"Census Tract 37.03, Denver County, Colorado",8031003703,DENVER,0.26,0,3177,12219.2
876,8031003300,"Census Tract 33, Denver County, Colorado",8031003300,DENVER,0.5,0,3505,7010
877,8031004103,"Census Tract 41.03, Denver County, Colorado",8031004103,DENVER,0.74,0,5485,7412.2
878,8031003003,"Census Tract 30.03, Denver County, Colorado",8031003003,DENVER,0.42,0,3386,8061.9
879,8031004102,"Census Tract 41.02, Denver County, Colorado",8031004102,DENVER,1.53,0,5066,3311.1
880,8031004101,"Census Tract 41.01, Denver County, Colorado",8031004101,DENVER,1.81,0,4603,2543.1
881,8031003702,"Census Tract 37.02, Denver County, Colorado",8031003702,DENVER,0.27,0,4877,18063
882,8031003203,"Census Tract 32.03, Denver County, Colorado",8031003203,DENVER,0.65,0,3170,4876.9
883,8031003202,"Census Tract 32.02, Denver County, Colorado",8031003202,DENVER,0.2,0,3328,16640
884,8031003901,"Census Tract 39.01, Denver County, Colorado",8031003901,DENVER,1.16,0,4275,3685.3
885,8031003800,"Census Tract 38, Denver County, Colorado",8031003800,DENVER,0.84,0,7140,8500
886,8031003402,"Census Tract 34.02, Denver County, Colorado",8031003402,DENVER,1.06,0.02,4716,4449.1
887,8031003401,"Census Tract 34.01, Denver County, Colorado",8031003401,DENVER,0.44,0,2684,6100
888,8031002902,"Census Tract 29.02, Denver County, Colorado",8031002902,DENVER,0.49,0,4387,8953.1
889,8031003701,"Census Tract 37.01, Denver County, Colorado",8031003701,DENVER,0.72,0.05,3375,4687.5
890,8031003201,"Census Tract 32.01, Denver County, Colorado",8031003201,DENVER,0.33,0,5567,16869.7
891,8031002703,"Census Tract 27.03, Denver County, Colorado",8031002703,DENVER,0.2,0,5219,26095
892,8031003102,"Census Tract 31.02, Denver County, Colorado",8031003102,DENVER,0.33,0,3428,10387.9
893,8031003101,"Census Tract 31.01, Denver County, Colorado",8031003101,DENVER,0.2,0,1692,8460
894,8031002402,"Census Tract 24.02, Denver County, Colorado",8031002402,DENVER,0.17,0,1988,11694.1
895,8031002602,"Census Tract 26.02, Denver County, Colorado",8031002602,DENVER,0.15,0,2724,18160
896,8031003603,"Census Tract 36.03, Denver County, Colorado",8031003603,DENVER,0.76,0,3245,4269.7
897,8031003002,"Census Tract 30.02, Denver County, Colorado",8031003002,DENVER,0.56,0,2498,4460.7
898,8031003500,"Census Tract 35, Denver County, Colorado",8031003500,DENVER,2.61,0,6687,2562.1
899,8031003602,"Census Tract 36.02, Denver County, Colorado",8031003602,DENVER,0.77,0,4253,5523.4
900,8031002300,"Census Tract 23, Denver County, Colorado",8031002300,DENVER,0.56,0,5801,10358.9
901,8031003601,"Census Tract 36.01, Denver County, Colorado",8031003601,DENVER,0.51,0,4775,9362.7
902,8031002702,"Census Tract 27.02, Denver County, Colorado",8031002702,DENVER,0.25,0,5913,23652
903,8031002701,"Census Tract 27.01, Denver County, Colorado",8031002701,DENVER,0.22,0,4721,21459.1
904,8031002601,"Census Tract 26.01, Denver County, Colorado",8031002601,DENVER,0.2,0,3316,16580
905,8031002403,"Census Tract 24.03, Denver County, Colorado",8031002403,DENVER,0.36,0,3685,10236.1
906,8031002000,"Census Tract 20, Denver County, Colorado",8031002000,DENVER,0.3,0,1962,6540
907,8031001800,"Census Tract 18, Denver County, Colorado",8031001800,DENVER,0.38,0,3417,8992.1
908,8031001701,"Census Tract 17.01, Denver County, Colorado",8031001701,DENVER,0.44,0,5878,13359.1
909,8031001600,"Census Tract 16, Denver County, Colorado",8031001600,DENVER,1.24,0,10639,8579.8
910,8031008306,"Census Tract 83.06, Denver County, Colorado",8031008306,DENVER,0.53,0,6830,12886.8
911,8031001500,"Census Tract 15, Denver County, Colorado",8031001500,DENVER,2.07,0,4225,2041.1
912,8031001101,"Census Tract 11.01, Denver County, Colorado",8031001101,DENVER,0.35,0,2626,7502.9
913,8031000402,"Census Tract 4.02, Denver County, Colorado",8031000402,DENVER,0.64,0,5174,8084.4
914,8031000401,"Census Tract 4.01, Denver County, Colorado",8031000401,DENVER,0.38,0,3428,9021.1
915,8031000800,"Census Tract 8, Denver County, Colorado",8031000800,DENVER,0.64,0,1441,2251.6
916,8031000701,"Census Tract 7.01, Denver County, Colorado",8031000701,DENVER,0.46,0,4351,9458.7
917,8031000502,"Census Tract 5.02, Denver County, Colorado",8031000502,DENVER,0.62,0,5916,9541.9
918,8031000303,"Census Tract 3.03, Denver County, Colorado",8031000303,DENVER,0.57,0,4426,7764.9
920,8031015500,"Census Tract 155, Denver County, Colorado",8031015500,DENVER,0.24,0,3794,15808.3
921,8031000501,"Census Tract 5.01, Denver County, Colorado",8031000501,DENVER,0.51,0.28,2018,3956.9
922,8031000302,"Census Tract 3.02, Denver County, Colorado",8031000302,DENVER,0.56,0,4573,8166.1
923,8031000202,"Census Tract 2.02, Denver County, Colorado",8031000202,DENVER,0.68,0,3994,5873.5
924,8031000102,"Census Tract 1.02, Denver County, Colorado",8031000102,DENVER,0.65,0.09,3456,5316.9
925,8031000201,"Census Tract 2.01, Denver County, Colorado",8031000201,DENVER,0.81,0,3881,4791.4
926,8031004405,"Census Tract 44.05, Denver County, Colorado",8031004405,DENVER,2.31,0,8593,3719.9
927,8031004106,"Census Tract 41.06, Denver County, Colorado",8031004106,DENVER,5.61,0.01,12640,2253.1
928,8031015600,"Census Tract 156, Denver County, Colorado",8031015600,DENVER,1.44,0,8536,5927.8
929,8031015400,"Census Tract 154, Denver County, Colorado",8031015400,DENVER,1.03,0,4605,4470.9
930,8031008390,"Census Tract 83.90, Denver County, Colorado",8031008390,DENVER,0.85,0,9485,11158.8
931,8031008391,"Census Tract 83.91, Denver County, Colorado",8031008391,DENVER,0.87,0,6898,7928.7
932,8031000301,"Census Tract 3.01, Denver County, Colorado",8031000301,DENVER,0.74,0,5742,7759.5
933,8031001901,"Census Tract 19.01, Denver County, Colorado",8031001901,DENVER,0.9,0,2787,3096.7
934,8031000905,"Census Tract 9.05, Denver County, Colorado",8031000905,DENVER,0.51,0,4221,8276.5
935,8031000702,"Census Tract 7.02, Denver County, Colorado",8031000702,DENVER,0.54,0,5128,9496.3
936,8031008389,"Census Tract 83.89, Denver County, Colorado",8031008389,DENVER,2.22,0,10589,4769.8
937,8031008386,"Census Tract 83.86, Denver County, Colorado",8031008386,DENVER,0.5,0,5259,10518
938,8031015300,"Census Tract 153, Denver County, Colorado",8031015300,DENVER,0.44,0,3770,8568.2
939,8031004306,"Census Tract 43.06, Denver County, Colorado",8031004306,DENVER,0.99,0,5490,5545.5
940,8031004107,"Census Tract 41.07, Denver County, Colorado",8031004107,DENVER,3.29,0,9123,2772.9
941,8031008388,"Census Tract 83.88, Denver County, Colorado",8031008388,DENVER,3.35,0,9583,2860.6
942,8031001102,"Census Tract 11.02, Denver County, Colorado",8031001102,DENVER,0.51,0,3827,7503.9
943,8031000600,"Census Tract 6, Denver County, Colorado",8031000600,DENVER,0.49,0,3248,6628.6
944,8031004602,"Census Tract 46.02, Denver County, Colorado",8031004602,DENVER,0.74,0.01,7480,10108.1
945,8031001702,"Census Tract 17.02, Denver County, Colorado",8031001702,DENVER,0.43,0,4107,9551.2
946,8031008387,"Census Tract 83.87, Denver County, Colorado",8031008387,DENVER,0.67,0,7446,11113.4
947,8031008312,"Census Tract 83.12, Denver County, Colorado",8031008312,DENVER,0.97,0,8139,8390.7
948,8031015700,"Census Tract 157, Denver County, Colorado",8031015700,DENVER,0.81,0,5901,7285.2
949,8031001902,"Census Tract 19.02, Denver County, Colorado",8031001902,DENVER,0.65,0,798,1227.7
950,8031004506,"Census Tract 45.06, Denver County, Colorado",8031004506,DENVER,0.37,0,4020,10864.9
951,8031011902,"Census Tract 119.02, Denver County, Colorado",8031011902,DENVER,0.95,0,6415,6752.6
952,8031005200,"Census Tract 52, Denver County, Colorado",8031005200,DENVER,0.81,0,3458,4269.1
953,8031002100,"Census Tract 21, Denver County, Colorado",8031002100,DENVER,1.49,0,6136,4118.1
954,8031000902,"Census Tract 9.02, Denver County, Colorado",8031000902,DENVER,0.72,0,6248,8677.8
955,8031000904,"Census Tract 9.04, Denver County, Colorado",8031000904,DENVER,0.48,0,5179,10789.6
956,8031008305,"Census Tract 83.05, Denver County, Colorado",8031008305,DENVER,0.4,0,4652,11630
957,8031008304,"Census Tract 83.04, Denver County, Colorado",8031008304,DENVER,0.36,0,3850,10694.4
958,8031007006,"Census Tract 70.06, Denver County, Colorado",8031007006,DENVER,0.7,0,4836,6908.6
959,8031004505,"Census Tract 45.05, Denver County, Colorado",8031004505,DENVER,0.39,0,4747,12171.8
960,8031004504,"Census Tract 45.04, Denver County, Colorado",8031004504,DENVER,0.35,0,4393,12551.4
961,8031004503,"Census Tract 45.03, Denver County, Colorado",8031004503,DENVER,0.39,0,4232,10851.3
962,8031004006,"Census Tract 40.06, Denver County, Colorado",8031004006,DENVER,0.75,0,4820,6426.7
963,8031003001,"Census Tract 30.01, Denver County, Colorado",8031003001,DENVER,0.82,0,5722,6978
964,8031001403,"Census Tract 14.03, Denver County, Colorado",8031001403,DENVER,1.12,0.02,3458,3087.5
965,8031006813,"Census Tract 68.13, Denver County, Colorado",8031006813,DENVER,0.42,0,4267,10159.5
966,8031006814,"Census Tract 68.14, Denver County, Colorado",8031006814,DENVER,0.81,0,4955,6117.3
967,8031006811,"Census Tract 68.11, Denver County, Colorado",8031006811,DENVER,0.84,0,6345,7553.6
968,8031007037,"Census Tract 70.37, Denver County, Colorado",8031007037,DENVER,0.4,0,4503,11257.5
969,8031007088,"Census Tract 70.88, Denver County, Colorado",8031007088,DENVER,0.95,0,4904,5162.1
970,8031007089,"Census Tract 70.89, Denver County, Colorado",8031007089,DENVER,0.38,0,5102,13426.3
971,8005081800,"Census Tract 818, Arapahoe County, Colorado",8005081800,ARAPAHOE,0.82,0,5629,6864.6
972,8005007500,"Census Tract 75, Arapahoe County, Colorado",8005007500,ARAPAHOE,0.33,0,2468,7478.8
973,8005082300,"Census Tract 823, Arapahoe County, Colorado",8005082300,ARAPAHOE,0.48,0,3958,8245.8
974,8005081600,"Census Tract 816, Arapahoe County, Colorado",8005081600,ARAPAHOE,1.21,0,4969,4106.6
975,8005080700,"Census Tract 807, Arapahoe County, Colorado",8005080700,ARAPAHOE,0.98,0,5693,5809.2
976,8005006808,"Census Tract 68.08, Arapahoe County, Colorado",8005006808,ARAPAHOE,1.5,0,5966,3977.3
977,8005084600,"Census Tract 846, Arapahoe County, Colorado",8005084600,ARAPAHOE,0.8,0,5466,6832.5
978,8005006711,"Census Tract 67.11, Arapahoe County, Colorado",8005006711,ARAPAHOE,1,0,4017,4017
979,8005006815,"Census Tract 68.15, Arapahoe County, Colorado",8005006815,ARAPAHOE,1.23,0,4632,3765.9
980,8005082600,"Census Tract 826, Arapahoe County, Colorado",8005082600,ARAPAHOE,1,0,5182,5182
981,8005080200,"Census Tract 802, Arapahoe County, Colorado",8005080200,ARAPAHOE,1,0,6168,6168
982,8041003801,"Census Tract 38.01, El Paso County, Colorado",8041003801,EL PASO,10.15,0,1997,196.7
983,8041005111,"Census Tract 51.11, El Paso County, Colorado",8041005111,EL PASO,2.21,0,8105,3667.4
984,8041007101,"Census Tract 71.01, El Paso County, Colorado",8041007101,EL PASO,6.12,0.01,8451,1380.9
985,8041007201,"Census Tract 72.01, El Paso County, Colorado",8041007201,EL PASO,6.67,0.02,9567,1434.3
986,8041006901,"Census Tract 69.01, El Paso County, Colorado",8041006901,EL PASO,0.85,0,5337,6278.8
987,8041006301,"Census Tract 63.01, El Paso County, Colorado",8041006301,EL PASO,1,0,4988,4988
988,8041006302,"Census Tract 63.02, El Paso County, Colorado",8041006302,EL PASO,0.66,0,5605,8492.4
989,8041005110,"Census Tract 51.10, El Paso County, Colorado",8041005110,EL PASO,0.78,0,4458,5715.4
990,8041006801,"Census Tract 68.01, El Paso County, Colorado",8041006801,EL PASO,0.74,0,4198,5673
991,8041006802,"Census Tract 68.02, El Paso County, Colorado",8041006802,EL PASO,0.81,0,3988,4923.5
992,8041004601,"Census Tract 46.01, El Paso County, Colorado",8041004601,EL PASO,71.62,0,3769,52.6
993,8041004511,"Census Tract 45.11, El Paso County, Colorado",8041004511,EL PASO,64.59,0.14,7297,113
994,8041004602,"Census Tract 46.02, El Paso County, Colorado",8041004602,EL PASO,688.46,0.08,4151,6
995,8041007601,"Census Tract 76.01, El Paso County, Colorado",8041007601,EL PASO,19.48,0.02,7585,389.4
996,8041007602,"Census Tract 76.02, El Paso County, Colorado",8041007602,EL PASO,25.6,0,3482,136
997,8041007202,"Census Tract 72.02, El Paso County, Colorado",8041007202,EL PASO,5.77,0.01,9296,1611.1
998,8041003802,"Census Tract 38.02, El Paso County, Colorado",8041003802,EL PASO,18.74,0.01,4101,218.8
999,8041003307,"Census Tract 33.07, El Paso County, Colorado",8041003307,EL PASO,0.85,0.03,3351,3942.4
1000,8041003400,"Census Tract 34, El Paso County, Colorado",8041003400,EL PASO,77.66,0.38,3517,45.3
1001,8041006700,"Census Tract 67, El Paso County, Colorado",8041006700,EL PASO,5.77,0,5718,991
1002,8041003701,"Census Tract 37.01, El Paso County, Colorado",8041003701,EL PASO,107.1,0.81,8038,75.1
1003,8041004100,"Census Tract 41, El Paso County, Colorado",8041004100,EL PASO,0.96,0,4997,5205.2
1004,8041004200,"Census Tract 42, El Paso County, Colorado",8041004200,EL PASO,0.75,0,3965,5286.7
1005,8041004508,"Census Tract 45.08, El Paso County, Colorado",8041004508,EL PASO,3.71,0.01,7054,1901.3
1006,8041004507,"Census Tract 45.07, El Paso County, Colorado",8041004507,EL PASO,0.87,0,3327,3824.1
1007,8041004506,"Census Tract 45.06, El Paso County, Colorado",8041004506,EL PASO,1.04,0,4998,4805.8
1008,8041004300,"Census Tract 43, El Paso County, Colorado",8041004300,EL PASO,2.46,0.03,6906,2807.3
1009,8041005000,"Census Tract 50, El Paso County, Colorado",8041005000,EL PASO,1.88,0,5413,2879.3
1010,8041006200,"Census Tract 62, El Paso County, Colorado",8041006200,EL PASO,1.39,0,5468,3933.8
1011,8041006100,"Census Tract 61, El Paso County, Colorado",8041006100,EL PASO,0.52,0,4184,8046.2
1012,8041006000,"Census Tract 60, El Paso County, Colorado",8041006000,EL PASO,1.53,0,6682,4367.3
1013,8041005900,"Census Tract 59, El Paso County, Colorado",8041005900,EL PASO,2.43,0,6838,2814
1014,8041005800,"Census Tract 58, El Paso County, Colorado",8041005800,EL PASO,0.56,0,3084,5507.1
1015,8041005700,"Census Tract 57, El Paso County, Colorado",8041005700,EL PASO,1.21,0,6167,5096.7
1016,8041005602,"Census Tract 56.02, El Paso County, Colorado",8041005602,EL PASO,0.56,0,3183,5683.9
1017,8041004703,"Census Tract 47.03, El Paso County, Colorado",8041004703,EL PASO,0.89,0,6008,6750.6
1018,8041004009,"Census Tract 40.09, El Paso County, Colorado",8041004009,EL PASO,0.18,0,1877,10427.8
1019,8041005202,"Census Tract 52.02, El Paso County, Colorado",8041005202,EL PASO,0.39,0,2710,6948.7
1020,8041003905,"Census Tract 39.05, El Paso County, Colorado",8041003905,EL PASO,2.13,0,3600,1690.1
1021,8041003706,"Census Tract 37.06, El Paso County, Colorado",8041003706,EL PASO,1.06,0,4491,4236.8
1022,8041003705,"Census Tract 37.05, El Paso County, Colorado",8041003705,EL PASO,4.16,0,5718,1374.5
1023,8041003000,"Census Tract 30, El Paso County, Colorado",8041003000,EL PASO,1.27,0,4450,3503.9
1024,8041003303,"Census Tract 33.03, El Paso County, Colorado",8041003303,EL PASO,2.03,0.02,5819,2866.5
1025,8041004503,"Census Tract 45.03, El Paso County, Colorado",8041004503,EL PASO,7.83,0.02,14728,1881
1026,8041002900,"Census Tract 29, El Paso County, Colorado",8041002900,EL PASO,1.17,0,5755,4918.8
1027,8041002000,"Census Tract 20, El Paso County, Colorado",8041002000,EL PASO,1.33,0,6999,5262.4
1028,8041004502,"Census Tract 45.02, El Paso County, Colorado",8041004502,EL PASO,4.19,0.42,6000,1432
1029,8041001900,"Census Tract 19, El Paso County, Colorado",8041001900,EL PASO,0.66,0,4654,7051.5
1030,8041001800,"Census Tract 18, El Paso County, Colorado",8041001800,EL PASO,0.49,0,1952,3983.7
1031,8041001700,"Census Tract 17, El Paso County, Colorado",8041001700,EL PASO,0.3,0,1922,6406.7
1032,8041001600,"Census Tract 16, El Paso County, Colorado",8041001600,EL PASO,0.61,0,3496,5731.1
1033,8041001500,"Census Tract 15, El Paso County, Colorado",8041001500,EL PASO,0.68,0,2083,3063.2
1034,8041003906,"Census Tract 39.06, El Paso County, Colorado",8041003906,EL PASO,1.91,0,6493,3399.5
1035,8041001101,"Census Tract 11.01, El Paso County, Colorado",8041001101,EL PASO,0.49,0,1483,3026.5
1036,8041001000,"Census Tract 10, El Paso County, Colorado",8041001000,EL PASO,0.76,0,2453,3227.6
1037,8041000900,"Census Tract 9, El Paso County, Colorado",8041000900,EL PASO,0.41,0,2229,5436.6
1038,8041005109,"Census Tract 51.09, El Paso County, Colorado",8041005109,EL PASO,1.77,0,7553,4267.2
1039,8041005105,"Census Tract 51.05, El Paso County, Colorado",8041005105,EL PASO,1.12,0,7448,6650
1040,8041005107,"Census Tract 51.07, El Paso County, Colorado",8041005107,EL PASO,1.78,0,8880,4988.8
1041,8041007102,"Census Tract 71.02, El Paso County, Colorado",8041007102,EL PASO,2.76,0,9284,3363.8
1042,8041004705,"Census Tract 47.05, El Paso County, Colorado",8041004705,EL PASO,1.17,0,8124,6943.6
1043,8041005106,"Census Tract 51.06, El Paso County, Colorado",8041005106,EL PASO,2.34,0,10100,4316.2
1044,8041004706,"Census Tract 47.06, El Paso County, Colorado",8041004706,EL PASO,1.62,0,5143,3174.7
1045,8041006902,"Census Tract 69.02, El Paso County, Colorado",8041006902,EL PASO,0.96,0,5099,5311.5
1046,8041004603,"Census Tract 46.03, El Paso County, Colorado",8041004603,EL PASO,146.13,0,6758,46.2
1047,8041004510,"Census Tract 45.10, El Paso County, Colorado",8041004510,EL PASO,5.57,0,9617,1726.6
1048,8041005108,"Census Tract 51.08, El Paso County, Colorado",8041005108,EL PASO,2.44,0,9192,3767.2
1049,8041003308,"Census Tract 33.08, El Paso County, Colorado",8041003308,EL PASO,0.65,0,5706,8778.5
1050,8041003305,"Census Tract 33.05, El Paso County, Colorado",8041003305,EL PASO,5.15,0.01,6950,1349.5
1051,8041004401,"Census Tract 44.01, El Paso County, Colorado",8041004401,EL PASO,2.96,0,9335,3153.7
1052,8041004403,"Census Tract 44.03, El Paso County, Colorado",8041004403,EL PASO,123.47,0.06,1344,10.9
1053,8041004402,"Census Tract 44.02, El Paso County, Colorado",8041004402,EL PASO,6.22,0,5680,913.2
1054,8041003306,"Census Tract 33.06, El Paso County, Colorado",8041003306,EL PASO,65.13,0.01,3309,50.8
1055,8041005104,"Census Tract 51.04, El Paso County, Colorado",8041005104,EL PASO,50.95,0.02,9055,177.7
1056,8041005502,"Census Tract 55.02, El Paso County, Colorado",8041005502,EL PASO,0.71,0,4654,6554.9
1057,8041004702,"Census Tract 47.02, El Paso County, Colorado",8041004702,EL PASO,0.39,0,2342,6005.1
1058,8041000101,"Census Tract 1.01, El Paso County, Colorado",8041000101,EL PASO,2.64,0,6094,2308.3
1059,8041008000,"Census Tract 80, El Paso County, Colorado",8041008000,EL PASO,1.08,0,4230,3916.7
1060,8041003709,"Census Tract 37.09, El Paso County, Colorado",8041003709,EL PASO,3.19,0,6305,1976.5
1061,8041007400,"Census Tract 74, El Paso County, Colorado",8041007400,EL PASO,11.98,0.07,8843,738.1
1062,8041003707,"Census Tract 37.07, El Paso County, Colorado",8041003707,EL PASO,3.14,0,3854,1227.4
1063,8041003708,"Census Tract 37.08, El Paso County, Colorado",8041003708,EL PASO,1.22,0,2754,2257.4
1064,8041006502,"Census Tract 65.02, El Paso County, Colorado",8041006502,EL PASO,1.01,0,7035,6965.3
1065,8041006600,"Census Tract 66, El Paso County, Colorado",8041006600,EL PASO,0.97,0.04,2436,2511.3
1066,8041006501,"Census Tract 65.01, El Paso County, Colorado",8041006501,EL PASO,0.63,0,3868,6139.7
1067,8041006400,"Census Tract 64, El Paso County, Colorado",8041006400,EL PASO,1.26,0,7387,5862.7
1068,8041005601,"Census Tract 56.01, El Paso County, Colorado",8041005601,EL PASO,0.98,0,5090,5193.9
1069,8041005400,"Census Tract 54, El Paso County, Colorado",8041005400,EL PASO,1.09,0,5985,5490.8
1070,8041005300,"Census Tract 53, El Paso County, Colorado",8041005300,EL PASO,0.58,0,4780,8241.4
1071,8041005201,"Census Tract 52.01, El Paso County, Colorado",8041005201,EL PASO,0.63,0.01,4544,7212.7
1072,8041004800,"Census Tract 48, El Paso County, Colorado",8041004800,EL PASO,0.93,0,4785,5145.2
1073,8041002700,"Census Tract 27, El Paso County, Colorado",8041002700,EL PASO,0.82,0.07,3323,4052.4
1074,8041002501,"Census Tract 25.01, El Paso County, Colorado",8041002501,EL PASO,5.72,0.04,3415,597
1075,8041002502,"Census Tract 25.02, El Paso County, Colorado",8041002502,EL PASO,1.51,0,4397,2911.9
1076,8041002400,"Census Tract 24, El Paso County, Colorado",8041002400,EL PASO,1.6,0,5496,3435
1077,8041002200,"Census Tract 22, El Paso County, Colorado",8041002200,EL PASO,0.67,0,2813,4198.5
1078,8041002102,"Census Tract 21.02, El Paso County, Colorado",8041002102,EL PASO,1.01,0,4666,4619.8
1079,8041003100,"Census Tract 31, El Paso County, Colorado",8041003100,EL PASO,4.35,0.05,4321,993.3
